,gene name,length
32429,ENSG00000299302,741
32430,ENSG00000299303,489
32431,ENSG00000299304,1651
32432,ENSG00000299305,765
32433,ENSG00000299306,1227
32434,ENSG00000299307,2303
32435,ENSG00000299308,3490
32436,ENSG00000299309,673
32437,ENSG00000299310,405
32438,ENSG00000299311,446
32439,ENSG00000299312,939
32440,ENSG00000299313,585
32441,ENSG00000299315,377
32442,ENSG00000299316,903
32443,ENSG00000299317,643
32444,ENSG00000299318,259
32445,ENSG00000299319,641
32446,ENSG00000299320,465
32447,ENSG00000299321,960
32448,ENSG00000299322,4388
32449,ENSG00000299323,532
32450,ENSG00000299324,918
32451,ENSG00000299325,432
32452,ENSG00000299326,421
32453,ENSG00000299327,1325
32454,ENSG00000299328,926
32455,ENSG00000299329,4546
32456,ENSG00000299330,3078
32457,ENSG00000299331,3762
32458,ENSG00000299332,1831
32459,ENSG00000299333,2530
32460,ENSG00000299334,438
32461,ENSG00000299335,2372
32462,ENSG00000299336,1532
32463,ENSG00000299337,356
32464,ENSG00000299338,770
32465,ENSG00000299339,4390
32466,ENSG00000299340,406
32467,ENSG00000299341,455
32468,ENSG00000299342,660
32469,ENSG00000299343,596
32470,ENSG00000299344,494
32471,ENSG00000299345,290
32472,ENSG00000299346,1999
32473,ENSG00000299347,1587
32474,ENSG00000299348,286
32475,ENSG00000299349,449
32476,ENSG00000299350,2363
32477,ENSG00000299351,353
32478,ENSG00000299352,1570
32479,ENSG00000299353,1379
32480,ENSG00000299354,1092
32481,ENSG00000299355,438
32482,ENSG00000299356,403
32483,ENSG00000299357,432
32484,ENSG00000299358,515
32485,ENSG00000299359,246
32486,ENSG00000299360,418
32487,ENSG00000299361,1332
32488,ENSG00000299362,234
32489,ENSG00000299363,742
32490,ENSG00000299364,230
32491,ENSG00000299365,668
32492,ENSG00000299366,1820
32493,ENSG00000299367,1296
32494,ENSG00000299368,773
32495,ENSG00000299369,502
32496,ENSG00000299370,954
32497,ENSG00000299371,417
32498,ENSG00000299372,549
32499,ENSG00000299373,536
32500,ENSG00000299374,796
32501,ENSG00000299375,886
32502,ENSG00000299376,924
32503,ENSG00000299377,956
32504,ENSG00000299378,1852
32505,ENSG00000299379,1278
32506,ENSG00000299380,299
32507,ENSG00000299381,302
32508,ENSG00000299382,697
32509,ENSG00000299383,631
32510,ENSG00000299384,682
32511,ENSG00000299385,364
32512,ENSG00000299386,3103
32513,ENSG00000299387,426
32514,ENSG00000299388,1582
32515,ENSG00000299389,985
32516,ENSG00000299390,1901
32517,ENSG00000299391,675
32518,ENSG00000299392,1557
32519,ENSG00000299393,969
32520,ENSG00000299394,503
32521,ENSG00000299395,1718
32522,ENSG00000299396,266
32523,ENSG00000299397,328
32524,ENSG00000299398,1315
32525,ENSG00000299399,818
32526,ENSG00000299400,1495
32527,ENSG00000299401,1133
32528,ENSG00000299402,557
32529,ENSG00000299403,778
32530,ENSG00000299404,404
32531,ENSG00000299405,237
32532,ENSG00000299406,525
32533,ENSG00000299407,942
32534,ENSG00000299408,303
32535,ENSG00000299409,732
32536,ENSG00000299410,974
32537,ENSG00000299411,483
32538,ENSG00000299412,386
32539,ENSG00000299413,519
32540,ENSG00000299414,2104
32541,ENSG00000299415,694
32542,ENSG00000299416,533
32543,ENSG00000299417,1302
32544,ENSG00000299418,390
32545,ENSG00000299419,606
32546,ENSG00000299420,2794
32547,ENSG00000299421,438
32548,ENSG00000299422,1377
32549,ENSG00000299423,661
32550,ENSG00000299424,347
32551,ENSG00000299425,2251
32552,ENSG00000299426,879
32553,ENSG00000299427,644
32554,ENSG00000299428,3318
32555,ENSG00000299429,1542
32556,ENSG00000299430,864
32557,ENSG00000299431,730
32558,ENSG00000299432,842
32559,ENSG00000299433,472
32560,ENSG00000299434,558
32561,ENSG00000299435,370
32562,ENSG00000299436,280
32563,ENSG00000299437,463
32564,ENSG00000299438,600
32565,ENSG00000299439,1236
32566,ENSG00000299440,433
32567,ENSG00000299441,215
32568,ENSG00000299442,682
32569,ENSG00000299443,1043
32570,ENSG00000299444,965
32571,ENSG00000299445,1740
32572,ENSG00000299446,595
32573,ENSG00000299447,1517
32574,ENSG00000299448,1415
32575,ENSG00000299449,419
32576,ENSG00000299450,1264
32577,ENSG00000299451,631
32578,ENSG00000299452,5810
32579,ENSG00000299453,945
32580,ENSG00000299454,749
32581,ENSG00000299455,740
32582,ENSG00000299456,839
32583,ENSG00000299457,574
32584,ENSG00000299458,428
32585,ENSG00000299459,415
32586,ENSG00000299460,1252
32587,ENSG00000299461,977
32588,ENSG00000299462,1103
32589,ENSG00000299463,523
32590,ENSG00000299464,494
32591,ENSG00000299465,310
32592,ENSG00000299466,1842
32593,ENSG00000299467,447
32594,ENSG00000299468,699
32595,ENSG00000299469,665
32596,ENSG00000299470,570
32597,ENSG00000299471,547
32598,ENSG00000299472,882
32599,ENSG00000299473,1705
32600,ENSG00000299474,588
32601,ENSG00000299475,1022
32602,ENSG00000299476,398
32603,ENSG00000299477,863
32604,ENSG00000299478,417
32605,ENSG00000299479,438
32606,ENSG00000299480,430
32607,ENSG00000299481,336
32608,ENSG00000299482,454
32609,ENSG00000299483,779
32610,ENSG00000299484,1666
32611,ENSG00000299485,1806
32612,ENSG00000299486,400
32613,ENSG00000299487,720
32614,ENSG00000299488,737
32615,ENSG00000299489,693
32616,ENSG00000299490,279
32617,ENSG00000299491,357
32618,ENSG00000299492,194
32619,ENSG00000299493,707
32620,ENSG00000299494,625
32621,ENSG00000299495,322
32622,ENSG00000299496,1212
32623,ENSG00000299497,844
32624,ENSG00000299498,4051
32625,ENSG00000299499,421
32626,ENSG00000299500,640
32627,ENSG00000299501,816
32628,ENSG00000299502,627
32629,ENSG00000299503,1288
32630,ENSG00000299504,298
32631,ENSG00000299505,721
32632,ENSG00000299506,1034
32633,ENSG00000299507,630
32634,ENSG00000299508,462
32635,ENSG00000299509,1151
32636,ENSG00000299510,581
32637,ENSG00000299511,578
32638,ENSG00000299512,415
32639,ENSG00000299513,1829
32640,ENSG00000299514,609
32641,ENSG00000299515,319
32642,ENSG00000299516,873
32643,ENSG00000299517,976
32644,ENSG00000299518,1532
32645,ENSG00000299519,450
32646,ENSG00000299520,345
32647,ENSG00000299521,976
32648,ENSG00000299522,575
32649,ENSG00000299523,694
32650,ENSG00000299524,1861
32651,ENSG00000299525,582
32652,ENSG00000299526,2822
32653,ENSG00000299527,708
32654,ENSG00000299528,420
32655,ENSG00000299529,692
32656,ENSG00000299530,531
32657,ENSG00000299531,1438
32658,ENSG00000299532,488
32659,ENSG00000299533,318
32660,ENSG00000299534,605
32661,ENSG00000299535,359
32662,ENSG00000299536,1893
32663,ENSG00000299537,1915
32664,ENSG00000299538,873
32665,ENSG00000299539,348
32666,ENSG00000299540,2432
32667,ENSG00000299541,888
32668,ENSG00000299542,468
32669,ENSG00000299543,1727
32670,ENSG00000299544,657
32671,ENSG00000299545,729
32672,ENSG00000299546,962
32673,ENSG00000299547,591
32674,ENSG00000299548,1772
32675,ENSG00000299549,779
32676,ENSG00000299550,579
32677,ENSG00000299551,634
32678,ENSG00000299552,670
32679,ENSG00000299553,309
32680,ENSG00000299554,1648
32681,ENSG00000299555,1252
32682,ENSG00000299556,510
32683,ENSG00000299557,399
32684,ENSG00000299558,1483
32685,ENSG00000299559,893
32686,ENSG00000299560,513
32687,ENSG00000299561,325
32688,ENSG00000299562,1152
32689,ENSG00000299563,545
32690,ENSG00000299564,622
32691,ENSG00000299565,272
32692,ENSG00000299566,367
32693,ENSG00000299567,373
32694,ENSG00000299568,842
32695,ENSG00000299569,671
32696,ENSG00000299570,1553
32697,ENSG00000299571,253
32698,ENSG00000299572,720
32699,ENSG00000299573,1169
32700,ENSG00000299574,451
32701,ENSG00000299575,567
32702,ENSG00000299576,1216
32703,ENSG00000299577,848
32704,ENSG00000299578,1163
32705,ENSG00000299579,1268
32706,ENSG00000299580,1210
32707,ENSG00000299581,1422
32708,ENSG00000299582,1682
32709,ENSG00000299583,710
32710,ENSG00000299584,927
32711,ENSG00000299585,783
32712,ENSG00000299586,551
32713,ENSG00000299587,383
32714,ENSG00000299588,1092
32715,ENSG00000299589,2995
32716,ENSG00000299590,800
32717,ENSG00000299592,639
32718,ENSG00000299593,614
32719,ENSG00000299594,412
32720,ENSG00000299595,2849
32721,ENSG00000299596,4765
32722,ENSG00000299597,2356
32723,ENSG00000299598,462
32724,ENSG00000299599,1248
32725,ENSG00000299600,598
32726,ENSG00000299601,1487
32727,ENSG00000299602,504
32728,ENSG00000299603,369
32729,ENSG00000299604,463
32730,ENSG00000299605,661
32731,ENSG00000299606,397
32732,ENSG00000299607,603
32733,ENSG00000299608,846
32734,ENSG00000299609,1452
32735,ENSG00000299610,329
32736,ENSG00000299611,1107
32737,ENSG00000299612,419
32738,ENSG00000299613,956
32739,ENSG00000299614,1774
32740,ENSG00000299615,389
32741,ENSG00000299616,852
32742,ENSG00000299617,572
32743,ENSG00000299618,321
32744,ENSG00000299619,405
32745,ENSG00000299620,1044
32746,ENSG00000299621,666
32747,ENSG00000299622,470
32748,ENSG00000299623,819
32749,ENSG00000299624,412
32750,ENSG00000299625,1306
32751,ENSG00000299626,726
32752,ENSG00000299627,316
32753,ENSG00000299628,573
32754,ENSG00000299629,389
32755,ENSG00000299630,393
32756,ENSG00000299631,565
32757,ENSG00000299632,698
32758,ENSG00000299633,512
32759,ENSG00000299634,645
32760,ENSG00000299635,2789
32761,ENSG00000299636,1102
32762,ENSG00000299637,636
32763,ENSG00000299638,970
32764,ENSG00000299639,775
32765,ENSG00000299640,614
32766,ENSG00000299641,664
32767,ENSG00000299642,2725
32768,ENSG00000299643,321
32769,ENSG00000299644,231
32770,ENSG00000299645,2415
32771,ENSG00000299646,2180
32772,ENSG00000299647,618
32773,ENSG00000299648,606
32774,ENSG00000299649,630
32775,ENSG00000299650,553
32776,ENSG00000299651,740
32777,ENSG00000299652,617
32778,ENSG00000299653,269
32779,ENSG00000299654,1387
32780,ENSG00000299655,594
32781,ENSG00000299656,1209
32782,ENSG00000299657,1468
32783,ENSG00000299658,558
32784,ENSG00000299659,395
32785,ENSG00000299660,260
32786,ENSG00000299661,700
32787,ENSG00000299662,2205
32788,ENSG00000299663,591
32789,ENSG00000299664,686
32790,ENSG00000299665,705
32791,ENSG00000299666,727
32792,ENSG00000299667,786
32793,ENSG00000299668,346
32794,ENSG00000299669,721
32795,ENSG00000299670,384
32796,ENSG00000299671,1287
32797,ENSG00000299672,660
32798,ENSG00000299673,1267
32799,ENSG00000299674,813
32800,ENSG00000299675,693
32801,ENSG00000299676,1662
32802,ENSG00000299677,2327
32803,ENSG00000299678,1132
32804,ENSG00000299679,1230
32805,ENSG00000299680,406
32806,ENSG00000299681,1446
32807,ENSG00000299682,656
32808,ENSG00000299683,999
32809,ENSG00000299684,290
32810,ENSG00000299685,1263
32811,ENSG00000299686,1421
32812,ENSG00000299687,1839
32813,ENSG00000299688,1011
32814,ENSG00000299689,1407
32815,ENSG00000299690,1127
32816,ENSG00000299691,493
32817,ENSG00000299692,1364
32818,ENSG00000299693,3205
32819,ENSG00000299694,1388
32820,ENSG00000299695,912
32821,ENSG00000299696,638
32822,ENSG00000299697,392
32823,ENSG00000299698,504
32824,ENSG00000299699,1204
32825,ENSG00000299700,2070
32826,ENSG00000299701,2500
32827,ENSG00000299702,403
32828,ENSG00000299703,1825
32829,ENSG00000299704,1095
32830,ENSG00000299705,429
32831,ENSG00000299706,612
32832,ENSG00000299707,700
32833,ENSG00000299708,897
32834,ENSG00000299709,836
32835,ENSG00000299710,264
32836,ENSG00000299711,470
32837,ENSG00000299712,2415
32838,ENSG00000299713,682
32839,ENSG00000299714,420
32840,ENSG00000299715,841
32841,ENSG00000299716,744
32842,ENSG00000299717,432
32843,ENSG00000299718,851
32844,ENSG00000299719,317
32845,ENSG00000299720,1158
32846,ENSG00000299721,682
32847,ENSG00000299722,1595
32848,ENSG00000299723,933
32849,ENSG00000299724,421
32850,ENSG00000299725,1552
32851,ENSG00000299726,409
32852,ENSG00000299727,589
32853,ENSG00000299728,376
32854,ENSG00000299729,292
32855,ENSG00000299730,623
32856,ENSG00000299731,540
32857,ENSG00000299732,1652
32858,ENSG00000299733,1273
32859,ENSG00000299734,1323
32860,ENSG00000299735,793
32861,ENSG00000299736,292
32862,ENSG00000299737,421
32863,ENSG00000299738,706
32864,ENSG00000299739,1747
32865,ENSG00000299740,414
32866,ENSG00000299741,580
32867,ENSG00000299742,2185
32868,ENSG00000299743,836
32869,ENSG00000299744,1465
32870,ENSG00000299745,1036
32871,ENSG00000299746,966
32872,ENSG00000299747,2764
32873,ENSG00000299748,405
32874,ENSG00000299749,501
32875,ENSG00000299750,405
32876,ENSG00000299751,1611
32877,ENSG00000299752,980
32878,ENSG00000299753,603
32879,ENSG00000299754,896
32880,ENSG00000299755,444
32881,ENSG00000299756,581
32882,ENSG00000299757,737
32883,ENSG00000299758,631
32884,ENSG00000299759,472
32885,ENSG00000299760,567
32886,ENSG00000299761,600
32887,ENSG00000299762,928
32888,ENSG00000299763,518
32889,ENSG00000299764,498
32890,ENSG00000299765,300
32891,ENSG00000299766,943
32892,ENSG00000299767,1067
32893,ENSG00000299768,3117
32894,ENSG00000299769,1126
32895,ENSG00000299770,478
32896,ENSG00000299771,405
32897,ENSG00000299772,376
32898,ENSG00000299773,1543
32899,ENSG00000299774,615
32900,ENSG00000299775,632
32901,ENSG00000299776,766
32902,ENSG00000299777,951
32903,ENSG00000299778,650
32904,ENSG00000299779,708
32905,ENSG00000299780,904
32906,ENSG00000299781,1634
32907,ENSG00000299782,1550
32908,ENSG00000299783,629
32909,ENSG00000299784,771
32910,ENSG00000299785,646
32911,ENSG00000299786,400
32912,ENSG00000299787,1364
32913,ENSG00000299788,559
32914,ENSG00000299789,823
32915,ENSG00000299790,1331
32916,ENSG00000299791,864
32917,ENSG00000299792,661
32918,ENSG00000299793,2029
32919,ENSG00000299794,439
32920,ENSG00000299795,1206
32921,ENSG00000299796,696
32922,ENSG00000299797,1261
32923,ENSG00000299798,568
32924,ENSG00000299799,482
32925,ENSG00000299800,545
32926,ENSG00000299801,335
32927,ENSG00000299802,781
32928,ENSG00000299803,404
32929,ENSG00000299804,1015
32930,ENSG00000299805,1252
32931,ENSG00000299806,1091
32932,ENSG00000299807,619
32933,ENSG00000299808,1163
32934,ENSG00000299809,1175
32935,ENSG00000299810,380
32936,ENSG00000299811,829
32937,ENSG00000299812,478
32938,ENSG00000299813,1601
32939,ENSG00000299814,730
32940,ENSG00000299815,537
32941,ENSG00000299816,1117
32942,ENSG00000299817,955
32943,ENSG00000299818,1472
32944,ENSG00000299819,561
32945,ENSG00000299820,1700
32946,ENSG00000299821,1127
32947,ENSG00000299822,350
32948,ENSG00000299823,702
32949,ENSG00000299824,316
32950,ENSG00000299825,781
32951,ENSG00000299826,712
32952,ENSG00000299827,761
32953,ENSG00000299828,1098
32954,ENSG00000299829,2068
32955,ENSG00000299830,396
32956,ENSG00000299831,1357
32957,ENSG00000299832,685
32958,ENSG00000299833,724
32959,ENSG00000299834,1140
32960,ENSG00000299835,1600
32961,ENSG00000299836,1754
32962,ENSG00000299837,700
32963,ENSG00000299838,527
32964,ENSG00000299839,544
32965,ENSG00000299840,1024
32966,ENSG00000299841,1702
32967,ENSG00000299842,282
32968,ENSG00000299843,2143
32969,ENSG00000299844,321
32970,ENSG00000299845,1417
32971,ENSG00000299846,1033
32972,ENSG00000299847,310
32973,ENSG00000299848,825
32974,ENSG00000299849,493
32975,ENSG00000299850,655
32976,ENSG00000299851,2398
32977,ENSG00000299853,553
32978,ENSG00000299854,547
32979,ENSG00000299855,716
32980,ENSG00000299856,444
32981,ENSG00000299857,402
32982,ENSG00000299858,352
32983,ENSG00000299859,519
32984,ENSG00000299860,646
32985,ENSG00000299861,480
32986,ENSG00000299862,1739
32987,ENSG00000299863,579
32988,ENSG00000299864,1032
32989,ENSG00000299865,780
32990,ENSG00000299866,367
32991,ENSG00000299867,813
32992,ENSG00000299868,522
32993,ENSG00000299869,1776
32994,ENSG00000299871,2414
32995,ENSG00000299872,433
32996,ENSG00000299873,845
32997,ENSG00000299874,1013
32998,ENSG00000299875,486
32999,ENSG00000299876,481
33000,ENSG00000299877,631
33001,ENSG00000299878,344
33002,ENSG00000299879,1758
33003,ENSG00000299880,467
33004,ENSG00000299881,971
33005,ENSG00000299882,938
33006,ENSG00000299883,1277
33007,ENSG00000299884,1119
33008,ENSG00000299886,388
33009,ENSG00000299887,924
33010,ENSG00000299888,1836
33011,ENSG00000299889,370
33012,ENSG00000299890,2643
33013,ENSG00000299891,1107
33014,ENSG00000299892,902
33015,ENSG00000299893,424
33016,ENSG00000299894,996
33017,ENSG00000299895,257
33018,ENSG00000299896,931
33019,ENSG00000299897,2655
33020,ENSG00000299898,450
33021,ENSG00000299899,538
33022,ENSG00000299900,372
33023,ENSG00000299901,580
33024,ENSG00000299902,1533
33025,ENSG00000299903,957
33026,ENSG00000299904,518
33027,ENSG00000299905,814
33028,ENSG00000299906,341
33029,ENSG00000299907,690
33030,ENSG00000299908,719
33031,ENSG00000299909,751
33032,ENSG00000299910,1711
33033,ENSG00000299911,566
33034,ENSG00000299912,1126
33035,ENSG00000299913,693
33036,ENSG00000299914,908
33037,ENSG00000299915,440
33038,ENSG00000299916,1479
33039,ENSG00000299917,406
33040,ENSG00000299918,112
33041,ENSG00000299919,874
33042,ENSG00000299920,595
33043,ENSG00000299921,1105
33044,ENSG00000299922,1445
33045,ENSG00000299923,1618
33046,ENSG00000299924,699
33047,ENSG00000299925,933
33048,ENSG00000299926,850
33049,ENSG00000299927,567
33050,ENSG00000299928,897
33051,ENSG00000299929,402
33052,ENSG00000299930,407
33053,ENSG00000299931,2581
33054,ENSG00000299932,1114
33055,ENSG00000299933,694
33056,ENSG00000299934,646
33057,ENSG00000299935,914
33058,ENSG00000299936,636
33059,ENSG00000299937,1135
33060,ENSG00000299938,416
33061,ENSG00000299939,985
33062,ENSG00000299940,311
33063,ENSG00000299941,297
33064,ENSG00000299942,723
33065,ENSG00000299943,1654
33066,ENSG00000299944,1278
33067,ENSG00000299945,1107
33068,ENSG00000299946,1307
33069,ENSG00000299947,578
33070,ENSG00000299948,499
33071,ENSG00000299949,630
33072,ENSG00000299950,1237
33073,ENSG00000299951,403
33074,ENSG00000299952,1143
33075,ENSG00000299953,1465
33076,ENSG00000299954,1676
33077,ENSG00000299955,1978
33078,ENSG00000299956,958
33079,ENSG00000299957,444
33080,ENSG00000299958,1847
33081,ENSG00000299959,211
33082,ENSG00000299960,3368
33083,ENSG00000299961,107
33084,ENSG00000299962,1062
33085,ENSG00000299963,944
33086,ENSG00000299964,2252
33087,ENSG00000299965,649
33088,ENSG00000299966,628
33089,ENSG00000299967,943
33090,ENSG00000299968,648
33091,ENSG00000299969,299
33092,ENSG00000299970,1835
33093,ENSG00000299972,1076
33094,ENSG00000299973,1960
33095,ENSG00000299974,1356
33096,ENSG00000299975,383
33097,ENSG00000299976,949
33098,ENSG00000299977,911
33099,ENSG00000299978,600
33100,ENSG00000299979,432
33101,ENSG00000299980,714
33102,ENSG00000299981,1134
33103,ENSG00000299982,1394
33104,ENSG00000299983,1777
33105,ENSG00000299984,334
33106,ENSG00000299985,1167
33107,ENSG00000299986,302
33108,ENSG00000299987,442
33109,ENSG00000299988,815
33110,ENSG00000299989,328
33111,ENSG00000299990,1163
33112,ENSG00000299991,945
33113,ENSG00000299992,535
33114,ENSG00000299993,479
33115,ENSG00000299994,472
33116,ENSG00000299995,719
33117,ENSG00000299996,1481
33118,ENSG00000299997,2120
33119,ENSG00000299998,529
33120,ENSG00000299999,1020
33121,ENSG00000300000,950
33122,ENSG00000300001,825
33123,ENSG00000300002,652
33124,ENSG00000300003,1164
33125,ENSG00000300004,683
33126,ENSG00000300005,987
33127,ENSG00000300006,543
33128,ENSG00000300007,2351
33129,ENSG00000300008,695
33130,ENSG00000300009,1483
33131,ENSG00000300010,1080
33132,ENSG00000300011,431
33133,ENSG00000300012,927
33134,ENSG00000300013,303
33135,ENSG00000300014,2675
33136,ENSG00000300015,523
33137,ENSG00000300016,655
33138,ENSG00000300017,625
33139,ENSG00000300018,1870
33140,ENSG00000300019,1379
33141,ENSG00000300020,2080
33142,ENSG00000300021,575
33143,ENSG00000300022,9244
33144,ENSG00000300023,564
33145,ENSG00000300024,1445
33146,ENSG00000300025,2773
33147,ENSG00000300026,1486
33148,ENSG00000300027,631
33149,ENSG00000300028,701
33150,ENSG00000300029,516
33151,ENSG00000300030,731
33152,ENSG00000300031,903
33153,ENSG00000300032,763
33154,ENSG00000300033,962
33155,ENSG00000300034,547
33156,ENSG00000300035,1354
33157,ENSG00000300036,1061
33158,ENSG00000300037,690
33159,ENSG00000300038,432
33160,ENSG00000300039,436
33161,ENSG00000300040,1711
33162,ENSG00000300041,254
