gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000042444,Mindy2,chr9,70476997,70564618,60355
ENSMUSG00000042446,Zmym4,chr4,126753188,126862031,66475
ENSMUSG00000042447,Mios,chr6,8209096,8238539,76621
ENSMUSG00000042448,Hoxd1,chr2,74593324,74595486,1862
ENSMUSG00000042451,Mybph,chr1,134121171,134132301,8920
ENSMUSG00000042453,Reln,chr5,22089452,22549700,23392
ENSMUSG00000042459,Bpifa2,chr2,153850148,153857999,1015
ENSMUSG00000042460,C1galt1,chr6,7844634,7875687,23974
ENSMUSG00000042462,Dctpp1,chr7,126856127,126859893,4783
ENSMUSG00000042472,Zfp410,chr12,84363461,84392060,64648
ENSMUSG00000042473,Tbc1d8b,chrX,138585730,138654978,11755
ENSMUSG00000042474,Fcmr,chr1,130793406,130808528,3164
ENSMUSG00000042476,Abcb4,chr5,8943604,9011999,43235
ENSMUSG00000042477,Tfap2e,chr4,126609799,126630038,2090
ENSMUSG00000042485,Mustn1,chr14,30601157,30603567,2490
ENSMUSG00000042487,Leo1,chr9,75348761,75373726,15109
ENSMUSG00000042489,Clspn,chr4,126450728,126489576,11560
ENSMUSG00000042492,Tbc1d10b,chr7,126795346,126807963,48892
ENSMUSG00000042496,Prdm10,chr9,31191629,31293026,92976
ENSMUSG00000042498,Radx,chrX,138381113,138455333,11202
ENSMUSG00000042499,Hoxd11,chr2,74509901,74517360,2803
ENSMUSG00000042500,Ago4,chr4,126383334,126427406,13054
ENSMUSG00000042501,Cpa6,chr1,10394945,10790170,1932
ENSMUSG00000042502,Cd2bp2,chr7,126790828,126795262,48296
ENSMUSG00000042505,Sdhaf3,chr6,6955993,7042987,24010
ENSMUSG00000042506,Usp22,chr11,61042611,61065886,13308
ENSMUSG00000042507,Mideas,chr12,84195939,84265894,35183
ENSMUSG00000042508,Dmtf1,chr5,9166927,9211840,99651
ENSMUSG00000042510,AA986860,chr1,130659701,130672359,5645
ENSMUSG00000042514,Klhl14,chr18,21683434,21787775,8441
ENSMUSG00000042515,Pwwp3b,chrX,138110714,138139084,52603
ENSMUSG00000042520,Ubap2l,chr3,89906650,89959935,813370
ENSMUSG00000042523,Dnal1,chr12,84161055,84196551,12639
ENSMUSG00000042524,Sun2,chr15,79608271,79626768,18031
ENSMUSG00000042525,4933428M09Rik,chrX,138079977,138081758,1026
ENSMUSG00000042529,Kcnj12,chr11,60912944,60964099,60459
ENSMUSG00000042532,Golga7b,chr19,42227047,42263005,50879
ENSMUSG00000042535,Gtpbp1,chr15,79575046,79605680,10859
ENSMUSG00000042540,Acot5,chr12,84116099,84122794,4234
ENSMUSG00000042541,Sem1,chr6,6557199,6578689,6928
ENSMUSG00000042548,Asxl1,chr2,153187730,153245927,14003
ENSMUSG00000042554,Zp3r,chr1,130504450,130557358,7920
ENSMUSG00000042557,Sin3a,chr9,56979324,57037381,47666
ENSMUSG00000042558,Adprs,chr4,126209136,126215513,10269
ENSMUSG00000042564,Fam227a,chr15,79496432,79543371,4554
ENSMUSG00000042567,Nek10,chr14,7457704,7666348,25141
ENSMUSG00000042569,Dhrs7b,chr11,60721407,60759775,54384
ENSMUSG00000042570,Mier2,chr10,79376071,79391033,36793
ENSMUSG00000042572,Ube2q1,chr3,89680595,89691307,23272
ENSMUSG00000042581,Thsd7b,chr1,129201039,130147015,10227
ENSMUSG00000042589,Cux2,chr5,121994429,122188521,99724
ENSMUSG00000042590,Ipo11,chr13,106930939,107073466,100389
ENSMUSG00000042594,Sh2b3,chr5,121952691,121975752,101325
ENSMUSG00000042595,Fam199x,chrX,135950336,135983253,16689
ENSMUSG00000042596,Tfap2d,chr1,19173246,19236570,1761
ENSMUSG00000042599,Kdm7a,chr6,39113554,39183728,21738
ENSMUSG00000042604,Kcna4,chr2,107117626,107128847,13861
ENSMUSG00000042605,Atxn2,chr5,121849400,121954556,4472
ENSMUSG00000042606,Hirip3,chr7,126460365,126464550,13031
ENSMUSG00000042607,Asb4,chr6,5383386,5433026,11842
ENSMUSG00000042608,Stk40,chr4,125997734,126034825,26099
ENSMUSG00000042613,Pbxip1,chr3,89342484,89358259,70331
ENSMUSG00000042616,Oscp1,chr4,125950063,125985988,91334
ENSMUSG00000042622,Maff,chr15,79230821,79243276,10049
ENSMUSG00000042625,Safb2,chr17,56867965,56891834,28486
ENSMUSG00000042626,Shc1,chr3,89325750,89337336,20959
ENSMUSG00000042628,Zfyve1,chr12,83593327,83653272,59965
ENSMUSG00000042631,Xkr7,chr2,152873772,152897695,2711
ENSMUSG00000042632,Pla2g6,chr15,79170418,79212631,122783
ENSMUSG00000042638,Gucy2c,chr6,136674282,136758827,7974
ENSMUSG00000042641,Rgsl1,chr1,153655127,153719888,9151
ENSMUSG00000042642,Flad1,chr3,89307060,89319203,36216
ENSMUSG00000042644,Itpr3,chr17,27275971,27343866,8990
ENSMUSG00000042647,Acad12,chr5,121734838,121757072,19404
ENSMUSG00000042650,Alkbh5,chr11,60427207,60449346,12027
ENSMUSG00000042655,Shisal2b,chr13,104981791,105000432,2524
ENSMUSG00000042659,Arrdc4,chr7,68386742,68398999,27766
ENSMUSG00000042660,Wdr55,chr18,36893268,36896863,7909
ENSMUSG00000042662,Dusp15,chr2,152782917,152794117,11054
ENSMUSG00000042670,Immp1l,chr2,105734975,105832642,29953
ENSMUSG00000042671,Rgs8,chr1,153528714,153576069,149384
ENSMUSG00000042672,Dcst1,chr3,89257526,89272560,4597
ENSMUSG00000042675,Ypel3,chr7,126376112,126379723,5189
ENSMUSG00000042677,Zc3h12a,chr4,125012216,125021711,9844
ENSMUSG00000042678,Myo15a,chr11,60360165,60419195,31437
ENSMUSG00000042680,Garem1,chr18,21257925,21433225,25521
ENSMUSG00000042682,Selenok,chr14,29690265,29698398,2457
ENSMUSG00000042684,Npl,chr1,153378354,153425827,7614
ENSMUSG00000042686,Jph1,chr1,17012318,17168113,12553
ENSMUSG00000042688,Mapk6,chr9,75276344,75317312,50683
ENSMUSG00000042694,Stn1,chr19,47475207,47526191,26605
ENSMUSG00000042699,Dhx9,chr1,153331504,153363457,18062
ENSMUSG00000042700,Sipa1l1,chr12,82216094,82498560,122606
ENSMUSG00000042705,Commd10,chr18,47091883,47367351,23239
ENSMUSG00000042707,Dnali1,chr4,124949131,124959496,2133
ENSMUSG00000042708,Shcbp1l,chr1,153300872,153328331,2092
ENSMUSG00000042709,Atpaf2,chr11,60291452,60309283,12856
ENSMUSG00000042712,Tceal9,chrX,135145787,135150536,39197
ENSMUSG00000042717,Ppp1r3a,chr6,14680679,14755331,19712
ENSMUSG00000042719,Naa25,chr5,121535978,121582603,54120
ENSMUSG00000042724,Map3k9,chr12,81767784,81827950,11620
ENSMUSG00000042726,Trafd1,chr5,121507840,121524089,97056
ENSMUSG00000042729,Wdr74,chr19,8713156,8717988,6178
ENSMUSG00000042734,Ttc9,chr12,81677821,81714331,15677
ENSMUSG00000042737,Dpm3,chr3,89166665,89174386,1656
ENSMUSG00000042742,Samtor,chr6,13625671,13677995,25111
ENSMUSG00000042743,Sgtb,chr13,104246213,104279003,66657
ENSMUSG00000042744,Hectd4,chr5,121358255,121506640,16869
ENSMUSG00000042745,Id1,chr2,152566218,152579544,7140
ENSMUSG00000042747,Krtcap2,chr3,89151055,89157220,10949
ENSMUSG00000042750,Bex2,chrX,134966566,134969208,15683
ENSMUSG00000042751,Nmnat2,chr1,152830695,152995011,10378
ENSMUSG00000042757,Tmem108,chr9,103360134,103639128,40169
ENSMUSG00000042759,Apobr,chr7,126184058,126188296,10284
ENSMUSG00000042761,Mrap2,chr9,87025834,87066102,41950
ENSMUSG00000042763,Maneal,chr4,124746442,124756517,30122
ENSMUSG00000042766,Trim46,chr3,89141461,89153616,20514
ENSMUSG00000042770,Hebp1,chr6,135114491,135175020,6513
ENSMUSG00000042772,Smg7,chr1,152712205,152778869,96546
ENSMUSG00000042774,Or7a37,chr10,78799143,78807172,4931
ENSMUSG00000042784,Muc1,chr3,89136354,89140688,2252
ENSMUSG00000042787,Exog,chr9,119274008,119333994,13443
ENSMUSG00000042788,Cimip2b,chr4,43427019,43429139,4201
ENSMUSG00000042790,Rnf214,chr9,45772725,45818236,133496
ENSMUSG00000042793,Lgr6,chr1,134911039,135033100,34009
ENSMUSG00000042796,Or5m3,chr2,85835884,85839469,3768
ENSMUSG00000042797,Aqp11,chr7,97373213,97387524,11288
ENSMUSG00000042800,Spata46,chr1,170136372,170139694,771
ENSMUSG00000042801,Or6c2b,chr10,128944821,128953730,9552
ENSMUSG00000042804,Gpr153,chr4,152358404,152369801,20059
ENSMUSG00000042807,Hecw2,chr1,53846035,54234327,52058
ENSMUSG00000042808,Gpx2,chr12,76839107,76842326,1063
ENSMUSG00000042810,Krba1,chr6,48372225,48398234,144074
ENSMUSG00000042812,Foxf1,chr8,121811074,121814883,2466
ENSMUSG00000042814,Mcts2,chr2,152528955,152529866,912
ENSMUSG00000042816,Gpr151,chr18,42710946,42712717,1772
ENSMUSG00000042817,Flt3,chr5,147267551,147337483,7022
ENSMUSG00000042821,Snai1,chr2,167380113,167384734,1623
ENSMUSG00000042826,Fgf11,chr11,69686894,69692683,11711
ENSMUSG00000042828,Trim72,chr7,127603062,127611190,12622
ENSMUSG00000042831,Alkbh6,chr7,30008121,30013730,16257
ENSMUSG00000042834,Nrep,chr18,33570072,33597117,13754
ENSMUSG00000042842,Serpinb6b,chr13,33073279,33163050,14749
ENSMUSG00000042845,Wfdc12,chr2,164031151,164032538,775
ENSMUSG00000042846,Lrrtm3,chr10,63763854,63926056,8260
ENSMUSG00000042848,Vmn1r226,chr17,20903105,20912933,36417
ENSMUSG00000042849,Or6b3,chr1,92434088,92446383,7418
ENSMUSG00000042851,Zc3h6,chr2,128809292,128860988,12282
ENSMUSG00000042854,Trp53rkb,chr2,166634451,166641425,5801
ENSMUSG00000042861,Kcna10,chr3,107090372,107103037,1913
ENSMUSG00000042863,Or5m13b,chr2,85751902,85754967,3968
ENSMUSG00000042869,Or2p2,chr13,21253504,21259117,9558
ENSMUSG00000042870,Tom1,chr8,75760270,75800277,29062
ENSMUSG00000042873,Lhfpl4,chr6,113145047,113172348,20236
ENSMUSG00000042888,Prr30,chr14,101435126,101437766,3974
ENSMUSG00000042894,Or4c35,chr2,89804684,89811930,5159
ENSMUSG00000042895,Abra,chr15,41726616,41733123,6795
ENSMUSG00000042901,Aida,chr1,183078134,183118580,33492
ENSMUSG00000042903,Foxo4,chrX,100298073,100304479,3223
ENSMUSG00000042909,Or52h1,chr7,103826805,103832599,3880
ENSMUSG00000042918,Mamstr,chr7,45289209,45295945,16727
ENSMUSG00000042942,Greb1l,chr18,10325137,10562940,21850
ENSMUSG00000042961,Egflam,chr15,7235599,7427876,9678
ENSMUSG00000042978,Sbk1,chr7,125848034,125894201,4327
ENSMUSG00000042985,Upk3b,chr5,136067350,136075342,3531
ENSMUSG00000042988,Notum,chr11,120541446,120552019,36805
ENSMUSG00000042992,Borcs5,chr6,134616473,134691369,35181
ENSMUSG00000042993,Ifnk,chr4,35152056,35154020,820
ENSMUSG00000042997,Nhlrc3,chr3,53356002,53370936,10094
ENSMUSG00000043003,Rasef,chr4,73632816,73709231,12468
ENSMUSG00000043004,Gng2,chr14,19922623,20027870,112248
ENSMUSG00000043008,Klhl6,chr16,19758240,19801950,4845
ENSMUSG00000043013,Onecut1,chr9,74769118,74800594,11221
ENSMUSG00000043015,Nemp2,chr1,52669832,52691078,6860
ENSMUSG00000043017,Ptgir,chr7,16640415,16644848,6071
ENSMUSG00000043019,Edem3,chr1,151631057,151698085,113178
ENSMUSG00000043020,Dnai3,chr3,145746281,145813885,3176
ENSMUSG00000043029,Trpv3,chr11,73158214,73191193,5839
ENSMUSG00000043036,Ccdc63,chr5,122246103,122278886,9797
ENSMUSG00000043050,Tnp2,chr16,10605747,10606526,1751
ENSMUSG00000043051,Disc1,chr8,125780934,125992028,21782
ENSMUSG00000043059,Zfp513,chr5,31351826,31359673,21493
ENSMUSG00000043060,Fscb,chr12,64518104,64521464,3361
ENSMUSG00000043061,Tmem18,chr12,30634425,30641221,17698
ENSMUSG00000043065,Spice1,chr16,44152345,44208860,32294
ENSMUSG00000043066,Vmn1r66,chr7,10006918,10011933,10606
ENSMUSG00000043067,Dpy19l1,chr9,24323072,24414612,28561
ENSMUSG00000043068,Fam89a,chr8,125466996,125478614,1381
ENSMUSG00000043073,Usp17le,chr7,104417256,104426677,1885
ENSMUSG00000043079,Synpo,chr18,60726087,60793214,195386
ENSMUSG00000043085,Tmem82,chr4,141340668,141345944,4548
ENSMUSG00000043087,Or7g35,chr9,19493913,19497326,2789
ENSMUSG00000043088,Il17re,chr6,113435445,113447719,11748
ENSMUSG00000043089,Mmp1a,chr9,7464141,7476857,2012
ENSMUSG00000043090,Zfp866,chr8,70213976,70243828,8207
ENSMUSG00000043091,Tuba1c,chr15,98927748,98936266,6830
ENSMUSG00000043099,Hic1,chr11,75052204,75060345,19547
ENSMUSG00000043102,Qrfp,chr2,31696178,31700592,2927
ENSMUSG00000043110,Lrrn4,chr2,132705985,132735941,31768
ENSMUSG00000043119,Or2a5,chr6,42867375,42876019,6721
ENSMUSG00000043122,A530016L24Rik,chr12,112455813,112466365,20553
ENSMUSG00000043131,Mob1a,chr6,83302997,83320762,22915
ENSMUSG00000043140,Tmem186,chr16,8451093,8455576,6833
ENSMUSG00000043144,Aqp6,chr15,99499075,99503358,3899
ENSMUSG00000043153,Crppa,chr12,36431369,36746157,39793
ENSMUSG00000043154,Ppp2r3a,chr9,100981093,101129051,98938
ENSMUSG00000043155,Hpdl,chr4,116677101,116682372,3692
ENSMUSG00000043157,Arl11,chr14,61547202,61549476,3668
ENSMUSG00000043162,Pyurf,chr6,57663561,57669063,3573
ENSMUSG00000043164,Tmem212,chr3,27915549,27950563,3174
ENSMUSG00000043165,Loricrin,chr3,91987578,91990449,5424
ENSMUSG00000043183,Simc1,chr13,54651540,54699103,33137
ENSMUSG00000043190,Rfesd,chr13,76137605,76166866,23606
ENSMUSG00000043207,Zmpste24,chr4,120916433,120955459,41257
ENSMUSG00000043219,Hoxa6,chr6,52183268,52185702,874
ENSMUSG00000043226,Or5g9,chr2,85545763,85555480,4992
ENSMUSG00000043230,Fam124b,chr1,80173149,80196190,6134
ENSMUSG00000043241,Upf2,chr2,5956186,6061516,67834
ENSMUSG00000043243,Niban3,chr8,72050292,72060806,2493
ENSMUSG00000043251,Exoc3l,chr8,106016549,106022767,19976
ENSMUSG00000043252,Tmem64,chr4,15265733,15287218,20851
ENSMUSG00000043257,Pigv,chr4,133387698,133400811,51546
ENSMUSG00000043259,Fam13c,chr10,70225670,70394834,104344
ENSMUSG00000043262,Uevld,chr7,46572964,46608306,4616
ENSMUSG00000043263,Ifi209,chr1,173458380,173475494,3542
ENSMUSG00000043267,Or5m8,chr2,85820648,85824048,2957
ENSMUSG00000043274,Or10ag2,chr2,87246979,87253555,6217
ENSMUSG00000043279,Trim56,chr5,137134498,137145125,9343
ENSMUSG00000043282,Teddm1b,chr1,153750091,153752617,2527
ENSMUSG00000043284,Tmem11,chr11,60755274,60770252,4837
ENSMUSG00000043286,Pnpla1,chr17,29077385,29109283,4484
ENSMUSG00000043289,Mei4,chr9,81745723,82088060,8666
ENSMUSG00000043290,Zfp784,chr7,5037438,5041449,4270
ENSMUSG00000043298,Smco3,chr6,136805646,136812675,12616
ENSMUSG00000043300,B3galnt1,chr3,69480713,69506614,21314
ENSMUSG00000043301,Kcnj6,chr16,94545901,94798612,19385
ENSMUSG00000043308,Vmn1r75,chr7,11608557,11618234,33790
ENSMUSG00000043310,Or51s1,chr7,102554297,102566743,11254
ENSMUSG00000043311,D17H6S53E,chr17,35344577,35347836,9215
ENSMUSG00000043312,Or2y3,chr17,38392515,38399584,5716
ENSMUSG00000043313,Pcdhb19,chr18,37630044,37637181,7138
ENSMUSG00000043314,Or2z2,chr11,58344931,58353096,3470
ENSMUSG00000043319,Cox8c,chr12,102865530,102866797,2033
ENSMUSG00000043323,Fbrsl1,chr5,110509617,110596784,191026
ENSMUSG00000043331,Or10d5,chr9,39859427,39863342,3781
ENSMUSG00000043333,Rhbdl2,chr4,123681552,123723993,2337
ENSMUSG00000043336,Filip1l,chr16,57173135,57421279,25084
ENSMUSG00000043342,Hoxd9,chr2,74528008,74530552,4384
ENSMUSG00000043354,Or51g2,chr7,102620387,102625150,7365
ENSMUSG00000043357,Or5h19,chr16,58855926,58860130,2300
ENSMUSG00000043366,Or51e2,chr7,102387718,102408685,21074
ENSMUSG00000043372,Hexim2,chr11,103022740,103030770,22357
ENSMUSG00000043383,Or13p4,chr4,118544683,118549953,4271
ENSMUSG00000043384,Gprasp1,chrX,134643415,134704352,83685
ENSMUSG00000043385,Or2k2,chr4,58782704,58787716,4994
ENSMUSG00000043388,Tmem130,chr5,144672707,144698997,19286
ENSMUSG00000043391,2510009E07Rik,chr16,21467793,21513738,19408
ENSMUSG00000043398,Gpr135,chr12,72114750,72117899,3150
ENSMUSG00000043410,Hfm1,chr5,106988058,107074187,19228
ENSMUSG00000043411,Usp48,chr4,137321066,137385848,28750
ENSMUSG00000043415,Otud1,chr2,19662563,19665394,2832
ENSMUSG00000043418,Lrit2,chr14,36789886,36795700,2790
ENSMUSG00000043419,Rnf227,chr11,69231133,69233473,9321
ENSMUSG00000043421,Hilpda,chr6,29272409,29276301,6861
ENSMUSG00000043424,Eif3j2,chr18,43608483,43610861,2379
ENSMUSG00000043429,Ccdc185,chr1,182574691,182576745,2055
ENSMUSG00000043430,Psapl1,chr5,36361365,36363912,2548
ENSMUSG00000043432,Leng9,chr7,4150914,4153373,2460
ENSMUSG00000043439,Epop,chr11,97518215,97520528,2314
ENSMUSG00000043441,Gpr149,chr3,62436498,62512832,8684
ENSMUSG00000043445,Pgp,chr17,24689147,24692084,7612
ENSMUSG00000043448,Gjc2,chr11,59066392,59074039,20212
ENSMUSG00000043453,Magea10,chrX,71425476,71430464,1821
ENSMUSG00000043456,Zfp536,chr7,37017449,37473432,42030
ENSMUSG00000043458,Pcdhb12,chr18,37568674,37571707,3034
ENSMUSG00000043460,Elfn2,chr15,78551531,78603079,49901
ENSMUSG00000043461,Sptssb,chr3,69726871,69780651,22767
ENSMUSG00000043463,Rab9b,chrX,135758896,135769504,20014
ENSMUSG00000043467,Zbtb37,chr1,160830492,160862419,112143
ENSMUSG00000043468,Adam30,chr3,98067946,98071485,3510
ENSMUSG00000043472,Lce3d,chr3,92864697,92865812,491
ENSMUSG00000043485,Krt34,chr11,99928173,99932380,1609
ENSMUSG00000043487,Acot6,chr12,84147428,84158127,10203
ENSMUSG00000043496,Tril,chr6,53792453,53797815,5363
ENSMUSG00000043501,Lgals2,chr15,78735060,78739939,3215
ENSMUSG00000043505,Gimap5,chr6,48723104,48731144,12913
ENSMUSG00000043510,Hscb,chr5,110975724,110987689,8771
ENSMUSG00000043518,Rai2,chrX,160500022,160562492,9346
ENSMUSG00000043529,Or11i1,chr3,106727801,106733603,5361
ENSMUSG00000043531,Sorcs1,chr19,50131737,50667093,19067
ENSMUSG00000043535,Setx,chr2,29014193,29072492,21846
ENSMUSG00000043537,Vmn1r225,chr17,20718420,20726410,8664
ENSMUSG00000043541,Dnai7,chr6,145120560,145156731,10320
ENSMUSG00000043542,Zc2hc1a,chr3,7568465,7618898,24378
ENSMUSG00000043549,Fam90a1b,chrX,93398657,93410468,5607
ENSMUSG00000043556,Fbxl7,chr15,26540545,26895671,4637
ENSMUSG00000043557,Mdga1,chr17,30046923,30189061,16826
ENSMUSG00000043569,Cldn34c4,chrX,126628805,126644177,814
ENSMUSG00000043572,Pars2,chr4,106508266,106512483,12832
ENSMUSG00000043587,Pxylp1,chr9,96704473,96774722,70665
ENSMUSG00000043592,Unc5cl,chr17,48761578,48846742,11263
ENSMUSG00000043602,Zfp3,chr11,70654982,70667097,5232
ENSMUSG00000043605,Or2a7,chr6,43149074,43154394,4731
ENSMUSG00000043613,Mmp3,chr9,7445822,7455975,1801
ENSMUSG00000043614,Vps37d,chr5,135101752,135107200,6164
ENSMUSG00000043621,Ubxn10,chr4,138437144,138472232,19590
ENSMUSG00000043629,1700019D03Rik,chr1,52961334,53059338,90398
ENSMUSG00000043631,Ecm2,chr13,49658236,49687964,14470
ENSMUSG00000043633,Fam221b,chr4,43659611,43669145,6039
ENSMUSG00000043635,Adamts3,chr5,89822720,90031649,36092
ENSMUSG00000043639,Rbm20,chr19,53665697,53855514,13888
ENSMUSG00000043648,Pld6,chr11,59656064,59678491,948
ENSMUSG00000043659,Npsr1,chr9,24009292,24228051,12653
ENSMUSG00000043664,Tmem221,chr8,72006882,72011655,1744
ENSMUSG00000043668,Tox3,chr8,90972261,91075014,4806
ENSMUSG00000043670,Diras1,chr10,80855420,80862038,10043
ENSMUSG00000043671,Dpy19l3,chr7,35384590,35456316,87309
ENSMUSG00000043673,Kcns3,chr12,11140203,11201302,57807
ENSMUSG00000043681,Fam25a,chr14,34073514,34080223,4978
ENSMUSG00000043683,Fem1a,chr17,56563810,56570610,6801
ENSMUSG00000043687,1190005I06Rik,chr8,121333580,121374371,7661
ENSMUSG00000043692,Or3a4,chr11,73943953,73947441,2799
ENSMUSG00000043698,Or13p10,chr4,118516149,118525239,6173
ENSMUSG00000043702,Pde12,chr14,26378796,26391045,18719
ENSMUSG00000043705,Capn13,chr17,73613459,73707861,2614
ENSMUSG00000043715,Or7r1,chrX,73612759,73618494,3637
ENSMUSG00000043716,Rpl7,chr1,16169408,16174886,22292
ENSMUSG00000043719,Col6a6,chr9,105564724,105705561,31743
ENSMUSG00000043727,F830045P16Rik,chr2,129299389,129378522,2815
ENSMUSG00000043733,Ptpn11,chr5,121268596,121329496,22558
ENSMUSG00000043740,Trem6l,chr17,48623158,48634052,6516
ENSMUSG00000043747,Grep1,chr17,23923462,23941757,2660
ENSMUSG00000043753,Dmrta1,chr4,89567673,89583009,4238
ENSMUSG00000043760,Pkhd1,chr1,20128003,20688288,12935
ENSMUSG00000043782,Bicdl2,chr17,23879452,23887595,7607
ENSMUSG00000043787,Defb12,chr8,19161947,19164866,1014
ENSMUSG00000043789,Vwce,chr19,10611577,10643577,4543
ENSMUSG00000043795,Prr33,chr7,142044811,142060508,3698
ENSMUSG00000043807,Ly6g5b,chr17,35332924,35334404,2256
ENSMUSG00000043811,Rtn4r,chr16,17945241,17970272,10863
ENSMUSG00000043822,Adamtsl5,chr10,80174944,80184936,67891
ENSMUSG00000043827,Or2i1,chr17,37507316,37511885,2915
ENSMUSG00000043831,Lysmd4,chr7,66870774,66957078,136987
ENSMUSG00000043832,Clec4a3,chr6,122929380,122948807,9750
ENSMUSG00000043843,Tmem145,chr7,25005522,25015622,6868
ENSMUSG00000043850,Clrn1,chr3,58734965,58792775,9387
ENSMUSG00000043855,Or10ab4,chr7,107649900,107655990,7261
ENSMUSG00000043857,Mgat5b,chr11,116809621,116878243,13742
ENSMUSG00000043859,1700049L16Rik,chr10,71815712,71816524,813
ENSMUSG00000043865,Tas2r118,chr6,23969160,23970059,900
ENSMUSG00000043866,Taf10,chr7,105388532,105393583,12979
ENSMUSG00000043872,Zmym1,chr4,126930773,126954963,26145
ENSMUSG00000043873,Chil5,chr3,105924235,105940130,1296
ENSMUSG00000043880,Or11l3,chr11,58514985,58521327,2888
ENSMUSG00000043881,Kbtbd7,chr14,79663951,79668476,4526
ENSMUSG00000043885,Slc36a4,chr9,15620817,15654830,19667
ENSMUSG00000043892,Or2ah1,chr2,85648823,85654565,4122
ENSMUSG00000043895,S1pr2,chr9,20873657,20914139,44821
ENSMUSG00000043897,Vmn2r2,chr3,64022699,64049349,7750
ENSMUSG00000043903,Zfp469,chr8,122985359,122999389,15855
ENSMUSG00000043909,Trp53bp1,chr2,121023762,121120840,102400
ENSMUSG00000043911,Or8b55,chr9,38725910,38730491,5160
ENSMUSG00000043913,Ccdc60,chr5,116262700,116427079,14121
ENSMUSG00000043923,Cenatac,chr9,44321238,44329866,9761
ENSMUSG00000043924,Ncmap,chr4,135094616,135125538,40671
ENSMUSG00000043925,Or55b4,chr7,102131238,102137520,3270
ENSMUSG00000043929,Klhl15,chrX,93278201,93321330,49203
ENSMUSG00000043931,Gimap7,chr6,48695555,48701570,1269
ENSMUSG00000043932,Klri2,chr6,129705997,129717463,3936
ENSMUSG00000043939,Trem4,chr17,48456296,48474443,3534
ENSMUSG00000043940,Wdfy3,chr5,101980804,102217820,62618
ENSMUSG00000043943,Naalad2,chr9,18231082,18314291,18330
ENSMUSG00000043945,Adam6a,chr12,113507528,113510085,2558
ENSMUSG00000043948,Or52b2,chr7,104984716,104991477,3296
ENSMUSG00000043953,Ccrl2,chr9,110883554,110886591,9580
ENSMUSG00000043962,Thrap3,chr4,126057871,126096562,134686
ENSMUSG00000043964,Orai3,chr7,127368982,127374330,10956
