gene_id,gene_symbol,exon_length_bp
ENSMUSG00000042367,Gjb3,29717
ENSMUSG00000042369,Rbm45,22640
ENSMUSG00000042371,Slc5a10,4320
ENSMUSG00000042372,Dmrt3,2399
ENSMUSG00000042377,Fam83g,28291
ENSMUSG00000042379,Esm1,2269
ENSMUSG00000042380,Smim12,3885
ENSMUSG00000042385,Gzmk,2332
ENSMUSG00000042386,Tex13b,2150
ENSMUSG00000042388,Dlgap3,91492
ENSMUSG00000042389,Tsen2,17467
ENSMUSG00000042390,Gatad2b,38825
ENSMUSG00000042396,Rbm7,60330
ENSMUSG00000042401,Crtac1,80409
ENSMUSG00000042404,Dennd4b,11664
ENSMUSG00000042406,Atf4,17250
ENSMUSG00000042408,Zmym6,63013
ENSMUSG00000042410,Agps,53923
ENSMUSG00000042414,Prdm14,52895
ENSMUSG00000042417,Ccno,7425
ENSMUSG00000042419,Nfkbil1,1472
ENSMUSG00000042423,Fbrs,9899
ENSMUSG00000042425,Frmpd3,7314
ENSMUSG00000042426,Dhx29,38317
ENSMUSG00000042428,Mgat3,30155
ENSMUSG00000042429,Adora1,121213
ENSMUSG00000042433,Dnaaf6,2878
ENSMUSG00000042436,Mfap4,7066
ENSMUSG00000042439,Zfp532,109841
ENSMUSG00000042444,Mindy2,60355
ENSMUSG00000042446,Zmym4,66475
ENSMUSG00000042447,Mios,76621
ENSMUSG00000042448,Hoxd1,1862
ENSMUSG00000042451,Mybph,8920
ENSMUSG00000042453,Reln,23392
ENSMUSG00000042459,Bpifa2,1015
ENSMUSG00000042460,C1galt1,23974
ENSMUSG00000042462,Dctpp1,4783
ENSMUSG00000042472,Zfp410,64648
ENSMUSG00000042473,Tbc1d8b,11755
ENSMUSG00000042474,Fcmr,3164
ENSMUSG00000042476,Abcb4,43235
ENSMUSG00000042477,Tfap2e,2090
ENSMUSG00000042485,Mustn1,2490
ENSMUSG00000042487,Leo1,15109
ENSMUSG00000042489,Clspn,11560
ENSMUSG00000042492,Tbc1d10b,48892
ENSMUSG00000042496,Prdm10,92976
ENSMUSG00000042498,Radx,11202
ENSMUSG00000042499,Hoxd11,2803
ENSMUSG00000042500,Ago4,13054
ENSMUSG00000042501,Cpa6,1932
ENSMUSG00000042502,Cd2bp2,48296
ENSMUSG00000042505,Sdhaf3,24010
ENSMUSG00000042506,Usp22,13308
ENSMUSG00000042507,Mideas,35183
ENSMUSG00000042508,Dmtf1,99651
ENSMUSG00000042510,AA986860,5645
ENSMUSG00000042514,Klhl14,8441
ENSMUSG00000042515,Pwwp3b,52603
ENSMUSG00000042520,Ubap2l,813370
ENSMUSG00000042523,Dnal1,12639
ENSMUSG00000042524,Sun2,18031
ENSMUSG00000042525,4933428M09Rik,1026
ENSMUSG00000042529,Kcnj12,60459
ENSMUSG00000042532,Golga7b,50879
ENSMUSG00000042535,Gtpbp1,10859
ENSMUSG00000042540,Acot5,4234
ENSMUSG00000042541,Sem1,6928
ENSMUSG00000042548,Asxl1,14003
ENSMUSG00000042554,Zp3r,7920
ENSMUSG00000042557,Sin3a,47666
ENSMUSG00000042558,Adprs,10269
ENSMUSG00000042564,Fam227a,4554
ENSMUSG00000042567,Nek10,25141
ENSMUSG00000042569,Dhrs7b,54384
ENSMUSG00000042570,Mier2,36793
ENSMUSG00000042572,Ube2q1,23272
ENSMUSG00000042581,Thsd7b,10227
ENSMUSG00000042589,Cux2,99724
ENSMUSG00000042590,Ipo11,100389
ENSMUSG00000042594,Sh2b3,101325
ENSMUSG00000042595,Fam199x,16689
ENSMUSG00000042596,Tfap2d,1761
ENSMUSG00000042599,Kdm7a,21738
ENSMUSG00000042604,Kcna4,13861
ENSMUSG00000042605,Atxn2,4472
ENSMUSG00000042606,Hirip3,13031
ENSMUSG00000042607,Asb4,11842
ENSMUSG00000042608,Stk40,26099
ENSMUSG00000042613,Pbxip1,70331
ENSMUSG00000042616,Oscp1,91334
ENSMUSG00000042622,Maff,10049
ENSMUSG00000042625,Safb2,28486
ENSMUSG00000042626,Shc1,20959
ENSMUSG00000042628,Zfyve1,59965
ENSMUSG00000042631,Xkr7,2711
ENSMUSG00000042632,Pla2g6,122783
ENSMUSG00000042638,Gucy2c,7974
ENSMUSG00000042641,Rgsl1,9151
ENSMUSG00000042642,Flad1,36216
ENSMUSG00000042644,Itpr3,8990
ENSMUSG00000042647,Acad12,19404
ENSMUSG00000042650,Alkbh5,12027
ENSMUSG00000042655,Shisal2b,2524
ENSMUSG00000042659,Arrdc4,27766
ENSMUSG00000042660,Wdr55,7909
ENSMUSG00000042662,Dusp15,11054
ENSMUSG00000042670,Immp1l,29953
ENSMUSG00000042671,Rgs8,149384
ENSMUSG00000042672,Dcst1,4597
ENSMUSG00000042675,Ypel3,5189
ENSMUSG00000042677,Zc3h12a,9844
ENSMUSG00000042678,Myo15a,31437
ENSMUSG00000042680,Garem1,25521
ENSMUSG00000042682,Selenok,2457
ENSMUSG00000042684,Npl,7614
ENSMUSG00000042686,Jph1,12553
ENSMUSG00000042688,Mapk6,50683
ENSMUSG00000042694,Stn1,26605
ENSMUSG00000042699,Dhx9,18062
ENSMUSG00000042700,Sipa1l1,122606
ENSMUSG00000042705,Commd10,23239
ENSMUSG00000042707,Dnali1,2133
ENSMUSG00000042708,Shcbp1l,2092
ENSMUSG00000042709,Atpaf2,12856
ENSMUSG00000042712,Tceal9,39197
ENSMUSG00000042717,Ppp1r3a,19712
ENSMUSG00000042719,Naa25,54120
ENSMUSG00000042724,Map3k9,11620
ENSMUSG00000042726,Trafd1,97056
ENSMUSG00000042729,Wdr74,6178
ENSMUSG00000042734,Ttc9,15677
ENSMUSG00000042737,Dpm3,1656
ENSMUSG00000042742,Samtor,25111
ENSMUSG00000042743,Sgtb,66657
ENSMUSG00000042744,Hectd4,16869
ENSMUSG00000042745,Id1,7140
ENSMUSG00000042747,Krtcap2,10949
ENSMUSG00000042750,Bex2,15683
ENSMUSG00000042751,Nmnat2,10378
ENSMUSG00000042757,Tmem108,40169
ENSMUSG00000042759,Apobr,10284
ENSMUSG00000042761,Mrap2,41950
ENSMUSG00000042763,Maneal,30122
ENSMUSG00000042766,Trim46,20514
ENSMUSG00000042770,Hebp1,6513
ENSMUSG00000042772,Smg7,96546
ENSMUSG00000042774,Or7a37,4931
ENSMUSG00000042784,Muc1,2252
ENSMUSG00000042787,Exog,13443
ENSMUSG00000042788,Cimip2b,4201
ENSMUSG00000042790,Rnf214,133496
ENSMUSG00000042793,Lgr6,34009
ENSMUSG00000042796,Or5m3,3768
ENSMUSG00000042797,Aqp11,11288
ENSMUSG00000042800,Spata46,771
ENSMUSG00000042801,Or6c2b,9552
ENSMUSG00000042804,Gpr153,20059
ENSMUSG00000042807,Hecw2,52058
ENSMUSG00000042808,Gpx2,1063
ENSMUSG00000042810,Krba1,144074
ENSMUSG00000042812,Foxf1,2466
ENSMUSG00000042814,Mcts2,912
ENSMUSG00000042816,Gpr151,1772
ENSMUSG00000042817,Flt3,7022
ENSMUSG00000042821,Snai1,1623
ENSMUSG00000042826,Fgf11,11711
ENSMUSG00000042828,Trim72,12622
ENSMUSG00000042831,Alkbh6,16257
ENSMUSG00000042834,Nrep,13754
ENSMUSG00000042842,Serpinb6b,14749
ENSMUSG00000042845,Wfdc12,775
ENSMUSG00000042846,Lrrtm3,8260
ENSMUSG00000042848,Vmn1r226,36417
ENSMUSG00000042849,Or6b3,7418
ENSMUSG00000042851,Zc3h6,12282
ENSMUSG00000042854,Trp53rkb,5801
ENSMUSG00000042861,Kcna10,1913
ENSMUSG00000042863,Or5m13b,3968
ENSMUSG00000042869,Or2p2,9558
ENSMUSG00000042870,Tom1,29062
ENSMUSG00000042873,Lhfpl4,20236
ENSMUSG00000042888,Prr30,3974
ENSMUSG00000042894,Or4c35,5159
ENSMUSG00000042895,Abra,6795
ENSMUSG00000042901,Aida,33492
ENSMUSG00000042903,Foxo4,3223
ENSMUSG00000042909,Or52h1,3880
ENSMUSG00000042918,Mamstr,16727
ENSMUSG00000042942,Greb1l,21850
ENSMUSG00000042961,Egflam,9678
ENSMUSG00000042978,Sbk1,4327
ENSMUSG00000042985,Upk3b,3531
ENSMUSG00000042988,Notum,36805
ENSMUSG00000042992,Borcs5,35181
ENSMUSG00000042993,Ifnk,820
ENSMUSG00000042997,Nhlrc3,10094
ENSMUSG00000043003,Rasef,12468
ENSMUSG00000043004,Gng2,112248
ENSMUSG00000043008,Klhl6,4845
ENSMUSG00000043013,Onecut1,11221
ENSMUSG00000043015,Nemp2,6860
ENSMUSG00000043017,Ptgir,6071
ENSMUSG00000043019,Edem3,113178
ENSMUSG00000043020,Dnai3,3176
ENSMUSG00000043029,Trpv3,5839
ENSMUSG00000043036,Ccdc63,9797
ENSMUSG00000043050,Tnp2,1751
ENSMUSG00000043051,Disc1,21782
ENSMUSG00000043059,Zfp513,21493
ENSMUSG00000043060,Fscb,3361
ENSMUSG00000043061,Tmem18,17698
ENSMUSG00000043065,Spice1,32294
ENSMUSG00000043066,Vmn1r66,10606
ENSMUSG00000043067,Dpy19l1,28561
ENSMUSG00000043068,Fam89a,1381
ENSMUSG00000043073,Usp17le,1885
ENSMUSG00000043079,Synpo,195386
ENSMUSG00000043085,Tmem82,4548
ENSMUSG00000043087,Or7g35,2789
ENSMUSG00000043088,Il17re,11748
ENSMUSG00000043089,Mmp1a,2012
ENSMUSG00000043090,Zfp866,8207
ENSMUSG00000043091,Tuba1c,6830
ENSMUSG00000043099,Hic1,19547
ENSMUSG00000043102,Qrfp,2927
ENSMUSG00000043110,Lrrn4,31768
ENSMUSG00000043119,Or2a5,6721
ENSMUSG00000043122,A530016L24Rik,20553
ENSMUSG00000043131,Mob1a,22915
ENSMUSG00000043140,Tmem186,6833
ENSMUSG00000043144,Aqp6,3899
ENSMUSG00000043153,Crppa,39793
ENSMUSG00000043154,Ppp2r3a,98938
ENSMUSG00000043155,Hpdl,3692
ENSMUSG00000043157,Arl11,3668
ENSMUSG00000043162,Pyurf,3573
ENSMUSG00000043164,Tmem212,3174
ENSMUSG00000043165,Loricrin,5424
ENSMUSG00000043183,Simc1,33137
ENSMUSG00000043190,Rfesd,23606
ENSMUSG00000043207,Zmpste24,41257
ENSMUSG00000043219,Hoxa6,874
ENSMUSG00000043226,Or5g9,4992
ENSMUSG00000043230,Fam124b,6134
ENSMUSG00000043241,Upf2,67834
ENSMUSG00000043243,Niban3,2493
ENSMUSG00000043251,Exoc3l,19976
ENSMUSG00000043252,Tmem64,20851
ENSMUSG00000043257,Pigv,51546
ENSMUSG00000043259,Fam13c,104344
ENSMUSG00000043262,Uevld,4616
ENSMUSG00000043263,Ifi209,3542
ENSMUSG00000043267,Or5m8,2957
ENSMUSG00000043274,Or10ag2,6217
ENSMUSG00000043279,Trim56,9343
ENSMUSG00000043282,Teddm1b,2527
ENSMUSG00000043284,Tmem11,4837
ENSMUSG00000043286,Pnpla1,4484
ENSMUSG00000043289,Mei4,8666
ENSMUSG00000043290,Zfp784,4270
ENSMUSG00000043298,Smco3,12616
ENSMUSG00000043300,B3galnt1,21314
ENSMUSG00000043301,Kcnj6,19385
ENSMUSG00000043308,Vmn1r75,33790
ENSMUSG00000043310,Or51s1,11254
ENSMUSG00000043311,D17H6S53E,9215
ENSMUSG00000043312,Or2y3,5716
ENSMUSG00000043313,Pcdhb19,7138
ENSMUSG00000043314,Or2z2,3470
ENSMUSG00000043319,Cox8c,2033
ENSMUSG00000043323,Fbrsl1,191026
ENSMUSG00000043331,Or10d5,3781
ENSMUSG00000043333,Rhbdl2,2337
ENSMUSG00000043336,Filip1l,25084
ENSMUSG00000043342,Hoxd9,4384
ENSMUSG00000043354,Or51g2,7365
ENSMUSG00000043357,Or5h19,2300
ENSMUSG00000043366,Or51e2,21074
ENSMUSG00000043372,Hexim2,22357
ENSMUSG00000043383,Or13p4,4271
ENSMUSG00000043384,Gprasp1,83685
ENSMUSG00000043385,Or2k2,4994
ENSMUSG00000043388,Tmem130,19286
ENSMUSG00000043391,2510009E07Rik,19408
ENSMUSG00000043398,Gpr135,3150
ENSMUSG00000043410,Hfm1,19228
ENSMUSG00000043411,Usp48,28750
ENSMUSG00000043415,Otud1,2832
ENSMUSG00000043418,Lrit2,2790
ENSMUSG00000043419,Rnf227,9321
ENSMUSG00000043421,Hilpda,6861
ENSMUSG00000043424,Eif3j2,2379
ENSMUSG00000043429,Ccdc185,2055
ENSMUSG00000043430,Psapl1,2548
ENSMUSG00000043432,Leng9,2460
ENSMUSG00000043439,Epop,2314
ENSMUSG00000043441,Gpr149,8684
ENSMUSG00000043445,Pgp,7612
ENSMUSG00000043448,Gjc2,20212
ENSMUSG00000043453,Magea10,1821
ENSMUSG00000043456,Zfp536,42030
ENSMUSG00000043458,Pcdhb12,3034
ENSMUSG00000043460,Elfn2,49901
ENSMUSG00000043461,Sptssb,22767
ENSMUSG00000043463,Rab9b,20014
ENSMUSG00000043467,Zbtb37,112143
ENSMUSG00000043468,Adam30,3510
ENSMUSG00000043472,Lce3d,491
ENSMUSG00000043485,Krt34,1609
ENSMUSG00000043487,Acot6,10203
ENSMUSG00000043496,Tril,5363
ENSMUSG00000043501,Lgals2,3215
ENSMUSG00000043505,Gimap5,12913
ENSMUSG00000043510,Hscb,8771
ENSMUSG00000043518,Rai2,9346
ENSMUSG00000043529,Or11i1,5361
ENSMUSG00000043531,Sorcs1,19067
ENSMUSG00000043535,Setx,21846
ENSMUSG00000043537,Vmn1r225,8664
ENSMUSG00000043541,Dnai7,10320
ENSMUSG00000043542,Zc2hc1a,24378
ENSMUSG00000043549,Fam90a1b,5607
ENSMUSG00000043556,Fbxl7,4637
ENSMUSG00000043557,Mdga1,16826
ENSMUSG00000043569,Cldn34c4,814
ENSMUSG00000043572,Pars2,12832
ENSMUSG00000043587,Pxylp1,70665
ENSMUSG00000043592,Unc5cl,11263
ENSMUSG00000043602,Zfp3,5232
ENSMUSG00000043605,Or2a7,4731
ENSMUSG00000043613,Mmp3,1801
ENSMUSG00000043614,Vps37d,6164
ENSMUSG00000043621,Ubxn10,19590
ENSMUSG00000043629,1700019D03Rik,90398
ENSMUSG00000043631,Ecm2,14470
ENSMUSG00000043633,Fam221b,6039
ENSMUSG00000043635,Adamts3,36092
ENSMUSG00000043639,Rbm20,13888
ENSMUSG00000043648,Pld6,948
ENSMUSG00000043659,Npsr1,12653
ENSMUSG00000043664,Tmem221,1744
ENSMUSG00000043668,Tox3,4806
ENSMUSG00000043670,Diras1,10043
ENSMUSG00000043671,Dpy19l3,87309
ENSMUSG00000043673,Kcns3,57807
ENSMUSG00000043681,Fam25a,4978
ENSMUSG00000043683,Fem1a,6801
ENSMUSG00000043687,1190005I06Rik,7661
ENSMUSG00000043692,Or3a4,2799
ENSMUSG00000043698,Or13p10,6173
ENSMUSG00000043702,Pde12,18719
ENSMUSG00000043705,Capn13,2614
ENSMUSG00000043715,Or7r1,3637
ENSMUSG00000043716,Rpl7,22292
ENSMUSG00000043719,Col6a6,31743
ENSMUSG00000043727,F830045P16Rik,2815
ENSMUSG00000043733,Ptpn11,22558
ENSMUSG00000043740,Trem6l,6516
ENSMUSG00000043747,Grep1,2660
ENSMUSG00000043753,Dmrta1,4238
ENSMUSG00000043760,Pkhd1,12935
ENSMUSG00000043782,Bicdl2,7607
ENSMUSG00000043787,Defb12,1014
ENSMUSG00000043789,Vwce,4543
ENSMUSG00000043795,Prr33,3698
ENSMUSG00000043807,Ly6g5b,2256
ENSMUSG00000043811,Rtn4r,10863
ENSMUSG00000043822,Adamtsl5,67891
ENSMUSG00000043827,Or2i1,2915
ENSMUSG00000043831,Lysmd4,136987
ENSMUSG00000043832,Clec4a3,9750
ENSMUSG00000043843,Tmem145,6868
ENSMUSG00000043850,Clrn1,9387
ENSMUSG00000043855,Or10ab4,7261
ENSMUSG00000043857,Mgat5b,13742
ENSMUSG00000043859,1700049L16Rik,813
ENSMUSG00000043865,Tas2r118,900
ENSMUSG00000043866,Taf10,12979
ENSMUSG00000043872,Zmym1,26145
ENSMUSG00000043873,Chil5,1296
ENSMUSG00000043880,Or11l3,2888
ENSMUSG00000043881,Kbtbd7,4526
ENSMUSG00000043885,Slc36a4,19667
ENSMUSG00000043892,Or2ah1,4122
ENSMUSG00000043895,S1pr2,44821
ENSMUSG00000043897,Vmn2r2,7750
ENSMUSG00000043903,Zfp469,15855
ENSMUSG00000043909,Trp53bp1,102400
ENSMUSG00000043911,Or8b55,5160
ENSMUSG00000043913,Ccdc60,14121
ENSMUSG00000043923,Cenatac,9761
ENSMUSG00000043924,Ncmap,40671
ENSMUSG00000043925,Or55b4,3270
ENSMUSG00000043929,Klhl15,49203
ENSMUSG00000043931,Gimap7,1269
ENSMUSG00000043932,Klri2,3936
ENSMUSG00000043939,Trem4,3534
ENSMUSG00000043940,Wdfy3,62618
ENSMUSG00000043943,Naalad2,18330
ENSMUSG00000043945,Adam6a,2558
ENSMUSG00000043948,Or52b2,3296
ENSMUSG00000043953,Ccrl2,9580
ENSMUSG00000043962,Thrap3,134686
ENSMUSG00000043964,Orai3,10956
ENSMUSG00000043969,Emx2,2916
ENSMUSG00000043972,Opn5,1906
ENSMUSG00000043982,Krtap19-4,304
ENSMUSG00000043986,Spata31d1d,3827
ENSMUSG00000043987,Cep164,26608
ENSMUSG00000043991,Pura,23089
ENSMUSG00000043998,Mgat2,2614
ENSMUSG00000043999,Gpr75,13427
ENSMUSG00000044005,Gls2,15282
ENSMUSG00000044006,Cilp2,8510
ENSMUSG00000044014,Npy5r,21998
ENSMUSG00000044017,Adgrd1,22874
ENSMUSG00000044018,Mrpl50,11036
ENSMUSG00000044022,Pcdhb21,4705
ENSMUSG00000044024,Rell2,16798
ENSMUSG00000044025,Or6c75,7401
ENSMUSG00000044026,Slc35g1,18040
ENSMUSG00000044029,Or5k15,5163
ENSMUSG00000044030,Irf2bp1,2734
ENSMUSG00000044033,Ccdc141,36392
ENSMUSG00000044034,Npb,3775
ENSMUSG00000044037,Als2cl,35681
ENSMUSG00000044039,Or4g7,2265
ENSMUSG00000044040,Or9q2,2617
ENSMUSG00000044041,Krt13,3305
ENSMUSG00000044042,Fmn1,53214
ENSMUSG00000044043,Pcdhb14,8695
ENSMUSG00000044052,Ccr10,1727
ENSMUSG00000044055,Otos,3625
ENSMUSG00000044056,Efcab9,4572
ENSMUSG00000044061,Or2w25,2658
ENSMUSG00000044066,Cep68,56689
ENSMUSG00000044067,Gpr22,18977
ENSMUSG00000044071,Tafa2,24567
ENSMUSG00000044072,Eml6,31525
ENSMUSG00000044080,S100a1,9440
ENSMUSG00000044083,Efcab8,5914
ENSMUSG00000044084,Spem2,3327
ENSMUSG00000044086,Lmod3,19831
ENSMUSG00000044092,C130050O18Rik,3153
ENSMUSG00000044098,Rsbn1,11474
ENSMUSG00000044103,Il36g,9564
ENSMUSG00000044106,Or7e174,8429
ENSMUSG00000044117,Bmerb1,48310
ENSMUSG00000044120,Or56a5,4801
ENSMUSG00000044121,5430402E10Rik,798
ENSMUSG00000044122,Proca1,9697
ENSMUSG00000044134,Pheta1,48766
ENSMUSG00000044139,Prss53,4051
ENSMUSG00000044145,1810024B03Rik,1277
ENSMUSG00000044147,Arf6,1632
ENSMUSG00000044148,1810030O07Rik,35272
ENSMUSG00000044149,Nkrf,12622
ENSMUSG00000044150,Bclaf3,122490
ENSMUSG00000044155,Lsm8,18396
ENSMUSG00000044156,Hepacam2,2328
ENSMUSG00000044162,Tnip3,19090
ENSMUSG00000044164,Rnf182,34359
ENSMUSG00000044165,Bcl2l15,5494
ENSMUSG00000044167,Foxo1,25931
ENSMUSG00000044170,Or2y14,5471
ENSMUSG00000044172,Ptx4,4211
ENSMUSG00000044176,Spink10,43140
ENSMUSG00000044177,Wfikkn2,11169
ENSMUSG00000044186,Nkx2-6,1134
ENSMUSG00000044197,Gpr146,26878
ENSMUSG00000044199,S1pr4,2386
ENSMUSG00000044201,Cdc25c,23385
ENSMUSG00000044205,Or8b57,7246
ENSMUSG00000044206,Vsig4,1432
ENSMUSG00000044213,Or5t9,2840
ENSMUSG00000044216,Kcnj4,9229
ENSMUSG00000044217,Aqp5,4845
ENSMUSG00000044220,Nkx2-3,2112
ENSMUSG00000044221,Grsf1,33355
ENSMUSG00000044222,Defb13,452
ENSMUSG00000044224,Dnajc21,14869
ENSMUSG00000044227,Krtap20-21,397
ENSMUSG00000044229,Nxpe4,172620
ENSMUSG00000044231,Nhlrc1,2294
ENSMUSG00000044243,Bhlha9,1207
ENSMUSG00000044244,Il20rb,4069
ENSMUSG00000044248,Vmn1r45,24512
ENSMUSG00000044249,Defb29,946
ENSMUSG00000044250,Pced1b,27237
ENSMUSG00000044252,Osbpl1a,144485
ENSMUSG00000044254,Pcsk9,15038
ENSMUSG00000044258,Ctla2a,5270
ENSMUSG00000044265,Olfm5,2268
ENSMUSG00000044279,Crb3,28574
ENSMUSG00000044286,Or5au1,12625
ENSMUSG00000044287,Nrn1l,1757
ENSMUSG00000044288,Cnr1,95481
ENSMUSG00000044292,Or10g7,2726
ENSMUSG00000044293,Or6c88,4007
ENSMUSG00000044294,Krt84,2570
ENSMUSG00000044296,Zfp879,26154
ENSMUSG00000044303,Cdkn2a,1747
ENSMUSG00000044308,Ubr3,97907
ENSMUSG00000044309,Apol7c,2060
ENSMUSG00000044312,Neurog3,1771
ENSMUSG00000044313,Mab21l3,14174
ENSMUSG00000044317,Gpr4,12277
ENSMUSG00000044320,1700001O22Rik,9952
ENSMUSG00000044322,Dsc1,8041
ENSMUSG00000044328,Trp53i13,10415
ENSMUSG00000044337,Ackr3,56136
ENSMUSG00000044338,Aplnr,3699
ENSMUSG00000044339,Alkbh2,8864
ENSMUSG00000044340,Phlpp1,17480
ENSMUSG00000044345,Marveld1,3066
ENSMUSG00000044348,Slc25a53,74105
ENSMUSG00000044350,Lacc1,17579
ENSMUSG00000044352,Sowaha,3702
ENSMUSG00000044359,P2ry4,4434
ENSMUSG00000044361,BC024139,8135
ENSMUSG00000044362,Ccdc89,2093
ENSMUSG00000044364,Tmem74b,39012
ENSMUSG00000044365,Cxxc4,17598
ENSMUSG00000044367,Slc16a13,4918
ENSMUSG00000044375,Pcare,9747
ENSMUSG00000044378,Slc15a5,2461
ENSMUSG00000044390,Tigd3,4717
ENSMUSG00000044393,Dsg2,13462
ENSMUSG00000044400,Sowahd,1574
ENSMUSG00000044405,Adig,4380
ENSMUSG00000044408,Sptssa,2796
ENSMUSG00000044429,Cryga,630
ENSMUSG00000044430,Klk12,2149
ENSMUSG00000044433,Camsap3,96747
ENSMUSG00000044441,Or5b94,11624
ENSMUSG00000044442,N6amt1,19242
ENSMUSG00000044444,Pfn3,545
ENSMUSG00000044447,Dock5,9988
ENSMUSG00000044452,Zfp507,64130
ENSMUSG00000044453,Ffar1,4175
ENSMUSG00000044454,Or7d11,9841
ENSMUSG00000044456,Rin3,11250
ENSMUSG00000044461,Shisa2,6302
ENSMUSG00000044465,Fhip1b,309986
ENSMUSG00000044468,Tent5c,11293
ENSMUSG00000044469,Tnfaip8l1,2493
ENSMUSG00000044475,Ascc1,27603
ENSMUSG00000044477,Zfand3,19794
ENSMUSG00000044485,Klk1b11,863
ENSMUSG00000044487,Or12e1,2400
ENSMUSG00000044496,2510039O18Rik,11241
ENSMUSG00000044499,Hs3st5,22898
ENSMUSG00000044501,Zfp758,27065
ENSMUSG00000044502,Bod1,12904
ENSMUSG00000044505,Lingo4,10833
ENSMUSG00000044518,Foxe3,867
ENSMUSG00000044519,Zfp488,8919
ENSMUSG00000044526,Znrf4,1184
ENSMUSG00000044528,Tram1l1,8687
ENSMUSG00000044533,Rps2,18260
ENSMUSG00000044534,Ackr2,19528
ENSMUSG00000044537,Or6c6b,929
ENSMUSG00000044542,Prop1,1133
ENSMUSG00000044548,Dact1,10099
ENSMUSG00000044550,Tceal3,34977
ENSMUSG00000044551,9930012K11Rik,6000
ENSMUSG00000044556,Tex38,809
ENSMUSG00000044560,Or4k52,6138
ENSMUSG00000044562,Rasip1,20441
ENSMUSG00000044566,Cage1,18888
ENSMUSG00000044573,Acp1,27226
ENSMUSG00000044576,Garem2,16571
ENSMUSG00000044581,Spata31h1,18274
ENSMUSG00000044583,Tlr7,14986
ENSMUSG00000044594,Serpinb3a,3249
ENSMUSG00000044595,Dnd1,1451
ENSMUSG00000044597,Mycs,2368
ENSMUSG00000044600,Smim7,30266
ENSMUSG00000044617,Zbtb39,12018
ENSMUSG00000044624,Gm4922,4395
ENSMUSG00000044626,Liph,15452
ENSMUSG00000044627,Swi5,2879
ENSMUSG00000044628,Rnf208,2470
ENSMUSG00000044629,Cnrip1,8324
ENSMUSG00000044636,Csrnp2,25870
ENSMUSG00000044641,Pard6b,10466
ENSMUSG00000044646,Zbtb7c,58497
ENSMUSG00000044647,Csrnp3,106269
ENSMUSG00000044649,Krtap4-2,974
ENSMUSG00000044664,Prss42,2687
ENSMUSG00000044667,Plppr4,38690
ENSMUSG00000044674,Fzd1,4197
ENSMUSG00000044676,Zfp612,71936
ENSMUSG00000044678,Ly6k,2851
ENSMUSG00000044681,Cnpy1,12346
ENSMUSG00000044700,Tmem201,46675
ENSMUSG00000044701,Il27,1118
ENSMUSG00000044702,Palb2,32086
ENSMUSG00000044703,Phf11a,2398
ENSMUSG00000044705,Or52e18,4668
ENSMUSG00000044707,Ccnjl,5310
ENSMUSG00000044708,Kcnj10,5419
ENSMUSG00000044709,Gemin7,24412
ENSMUSG00000044712,Slc38a6,20121
ENSMUSG00000044715,Gskip,10597
ENSMUSG00000044716,Dok7,29065
ENSMUSG00000044719,E230025N22Rik,2745
ENSMUSG00000044724,Gpr152,3936
ENSMUSG00000044726,Erich5,7522
ENSMUSG00000044730,Airim,2911
ENSMUSG00000044734,Serpinb1a,7342
ENSMUSG00000044737,Klk14,1271
ENSMUSG00000044743,Defb10,298
ENSMUSG00000044748,Defb1,1373
ENSMUSG00000044749,Abca6,32324
ENSMUSG00000044763,Trmt10c,9024
ENSMUSG00000044768,Macir,529288
ENSMUSG00000044770,Scml4,46057
ENSMUSG00000044772,Sntn,1485
ENSMUSG00000044783,Hjurp,70973
ENSMUSG00000044786,Zfp36,5287
ENSMUSG00000044787,Spata32,1112
ENSMUSG00000044788,Fads6,4951
ENSMUSG00000044791,Setd2,42400
ENSMUSG00000044792,Isca1,15284
ENSMUSG00000044795,Cyb5d1,27371
ENSMUSG00000044798,Or8b56,4982
ENSMUSG00000044801,Or13c7d,960
ENSMUSG00000044807,Zfp354c,28759
ENSMUSG00000044811,Cd300c2,10217
ENSMUSG00000044813,Shb,29643
ENSMUSG00000044814,Or55b3,2586
ENSMUSG00000044816,D630023F18Rik,8706
ENSMUSG00000044819,Oxgr1,3768
ENSMUSG00000044820,AY074887,769
ENSMUSG00000044824,Or55b10,4447
ENSMUSG00000044827,Tlr1,11555
ENSMUSG00000044835,Ankrd45,141470
ENSMUSG00000044847,Lsm11,10719
ENSMUSG00000044854,1700056E22Rik,967
ENSMUSG00000044857,Lemd2,18491
ENSMUSG00000044860,Gm1123,2875
ENSMUSG00000044863,Defb36,1016
ENSMUSG00000044864,Ankrd50,6909
ENSMUSG00000044876,Zfp444,112829
ENSMUSG00000044881,Coa4,4077
ENSMUSG00000044894,Uqcrq,13767
ENSMUSG00000044897,Or6c74,4855
ENSMUSG00000044899,Or52h2,2321
ENSMUSG00000044903,Psg22,5627
ENSMUSG00000044906,4930503L19Rik,61888
ENSMUSG00000044912,Syt16,155886
ENSMUSG00000044916,Frey1,3571
ENSMUSG00000044921,Rassf9,10807
ENSMUSG00000044923,Or5m5,4522
ENSMUSG00000044927,H1f10,2434
ENSMUSG00000044933,Sstr3,26162
ENSMUSG00000044934,Zfp367,6435
ENSMUSG00000044937,Ttc41,25452
ENSMUSG00000044938,Klhl31,14400
